	Acute Myeloid Leukemia	Adenosquamous Carcinoma of the Pancreas	Adrenocortical Carcinoma	Ampullary Carcinoma	Anaplastic Thyroid Cancer	B-Lymphoblastic Leukemia/Lymphoma	Bladder Squamous Cell Carcinoma	Bladder Urothelial Carcinoma	Breast Ductal Carcinoma In Situ	Breast Neoplasm, NOS	CIC-DUX4 Sarcoma	Cervical Adenocarcinoma	Cervical Squamous Cell Carcinoma	Chondrosarcoma	Colorectal Adenocarcinoma	Cutaneous Squamous Cell Carcinoma	Diffuse Glioma	Embryonal Tumor	Endometrial Carcinoma	Epithelioid Sarcoma	Esophageal Squamous Cell Carcinoma	Esophagogastric Adenocarcinoma	Ewing Sarcoma	Fibrosarcoma	Gestational Trophoblastic Disease	Glassy Cell Carcinoma of the Cervix	Head and Neck Carcinoma, Other	Head and Neck Squamous Cell Carcinoma	Hepatoblastoma	Hepatocellular Carcinoma	Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma	Hodgkin Lymphoma	Intracholecystic Papillary Neoplasm	Intraductal Papillary Neoplasm of the Bile Duct	Invasive Breast Carcinoma	Leiomyosarcoma	Liposarcoma	Lung Neuroendocrine Tumor	Mature B-Cell Neoplasms	Mature T and NK Neoplasms	Medullary Thyroid Cancer	Melanoma	Meningothelial Tumor	Merkel Cell Carcinoma	Mixed Cervical Carcinoma	Mucosal Melanoma of the Vulva/Vagina	Myelodysplastic Syndromes	Myeloproliferative Neoplasms	Nerve Sheath Tumor	Neuroblastoma	Non-Cancerous	Non-Hodgkin Lymphoma	Non-Seminomatous Germ Cell Tumor	Non-Small Cell Lung Cancer	Ocular Melanoma	Osteosarcoma	Ovarian Cancer, Other	Ovarian Epithelial Tumor	Ovarian Germ Cell Tumor	Pancreatic Adenocarcinoma	Pancreatic Neuroendocrine Tumor	Pleural Mesothelioma	Poorly Differentiated Thyroid Cancer	Prostate Adenocarcinoma	Prostate Small Cell Carcinoma	Renal Cell Carcinoma	Retinoblastoma	Rhabdoid Cancer	Rhabdomyosarcoma	SMARCA4-deficient undifferentiated tumor	Sarcoma, NOS	Small Bowel Cancer	Squamous Cell Carcinoma of the Vulva/Vagina	Synovial Sarcoma	T-Lymphoblastic Leukemia/Lymphoma	Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma	Urethral Cancer	Uterine Sarcoma/Mesenchymal	Well-Differentiated Thyroid Cancer
PAX3	0.687165	0.693147	0.693147	0.67918	0.689078	0.690315	0.693147	0.675537	0.636792	0.683957	0.67785	0.692537	0.690948	0.685708	0.682329	0.693147	0.637533	0.646871	0.686243	0.693147	0.671155	0.684202	0.570677	0.691756	0.692627	0.693147	0.693147	0.670099	0.665208	0.66673	0.693147	0.690462	0.691003	0.68974	0.688016	0.641855	0.647976	0.661669	0.689571	0.691887	0.691756	0.544598	0.635145	0.642033	0.693147	0.565715	0.690588	0.691138	0.601928	0.690588	0.680289	0.689215	0.671642	0.679602	0.532983	0.633356	0.693147	0.670135	0.527543	0.680242	0.690588	0.687967	0.693147	0.689804	0.673227	0.68358	0.693147	0.68121	0.580126	0.629978	0.693147	0.630144	0.68849	0.580691	0.687076	0.600826	0.691762	0.64906	0.677447
SETDB2	0.639286	0.655689	0.660745	0.6636	0.663802	0.64005	0.669988	0.662576	0.663631	0.665678	0.640709	0.663227	0.666776	0.658205	0.651786	0.659066	0.658443	0.658755	0.661547	0.661507	0.662129	0.660012	0.657347	0.660573	0.662912	0.654611	0.672836	0.664859	0.661419	0.667215	0.675108	0.654019	0.660836	0.664213	0.66376	0.670199	0.661375	0.657872	0.643377	0.647389	0.661688	0.646884	0.655422	0.659049	0.680727	0.64206	0.649672	0.648476	0.656805	0.6571	0.655692	0.65004	0.660344	0.66246	0.640718	0.659962	0.660918	0.663972	0.656085	0.66176	0.657939	0.664226	0.669365	0.653381	0.653329	0.663047	0.661482	0.659524	0.658053	0.655944	0.667261	0.667179	0.676565	0.658322	0.65057	0.663336	0.673822	0.661616	0.660422
NKX2-8	0.692436	0.639946	0.687857	0.675366	0.672955	0.692537	0.609497	0.636178	0.649165	0.693147	0.693147	0.667696	0.630112	0.692052	0.67502	0.646123	0.664251	0.664955	0.642785	0.693147	0.580282	0.673968	0.680193	0.685667	0.693147	0.608569	0.585174	0.605722	0.693147	0.666367	0.693147	0.682648	0.631217	0.665948	0.670924	0.670087	0.666844	0.646219	0.691549	0.681526	0.578332	0.670548	0.688534	0.690256	0.662641	0.693147	0.693147	0.69222	0.688285	0.692706	0.684582	0.66196	0.692052	0.619151	0.680704	0.671979	0.693147	0.633938	0.693147	0.661181	0.601107	0.654863	0.672957	0.67433	0.564856	0.669139	0.693147	0.644316	0.686436	0.644505	0.659973	0.642661	0.62781	0.680779	0.677935	0.693147	0.652883	0.691583	0.63818
NKX2-1	0.690151	0.640716	0.685997	0.686803	0.661508	0.691273	0.685642	0.679964	0.668481	0.693147	0.561798	0.648054	0.672445	0.685528	0.677511	0.670043	0.668362	0.663611	0.673253	0.693147	0.645968	0.679215	0.67464	0.692075	0.693147	0.693147	0.624703	0.660419	0.677205	0.677811	0.693147	0.688024	0.679763	0.680298	0.680577	0.6654	0.679763	0.569163	0.683181	0.68674	0.516698	0.688548	0.692082	0.651387	0.692075	0.693147	0.693147	0.686799	0.68291	0.69217	0.688641	0.678927	0.692402	0.619228	0.690551	0.654345	0.689539	0.668408	0.693147	0.679797	0.541925	0.671865	0.564595	0.678382	0.499794	0.690323	0.693147	0.674929	0.670777	0.668808	0.688051	0.605184	0.688051	0.6851	0.665159	0.691622	0.667923	0.686925	0.591864
ZFHX2	0.659218	0.68307	0.62575	0.67496	0.676455	0.664687	0.688487	0.671876	0.656843	0.681468	0.572908	0.677275	0.670233	0.661576	0.663772	0.687851	0.66975	0.660156	0.645921	0.631172	0.669215	0.667404	0.63939	0.682728	0.682477	0.686878	0.653428	0.681457	0.674533	0.659182	0.687638	0.646385	0.677699	0.675531	0.657885	0.672497	0.671635	0.614777	0.675984	0.658354	0.580371	0.678024	0.661807	0.651563	0.673293	0.684725	0.672334	0.664086	0.67277	0.617968	0.665805	0.664595	0.661527	0.663426	0.673931	0.671277	0.68614	0.654035	0.622127	0.669687	0.654005	0.668755	0.6714	0.654625	0.628287	0.672794	0.656723	0.641236	0.651181	0.646639	0.67281	0.622874	0.684725	0.663732	0.656771	0.662236	0.642761	0.658494	0.659917
VEZF1	0.661207	0.661768	0.66297	0.655222	0.658867	0.65862	0.662605	0.658141	0.657271	0.661073	0.661409	0.661378	0.662475	0.661157	0.660689	0.662172	0.656246	0.659976	0.658457	0.658837	0.661584	0.66034	0.65768	0.658506	0.666065	0.655876	0.662428	0.663172	0.663183	0.657705	0.658882	0.659577	0.659819	0.658562	0.659872	0.653845	0.658931	0.652828	0.663655	0.661276	0.654841	0.657475	0.658854	0.659213	0.660303	0.660594	0.662259	0.661643	0.656992	0.654179	0.659287	0.664782	0.664568	0.658221	0.66016	0.656538	0.650999	0.659147	0.655923	0.659883	0.653797	0.657526	0.653763	0.65925	0.649408	0.65834	0.650956	0.663401	0.658821	0.657577	0.650052	0.659666	0.674935	0.659499	0.658712	0.662591	0.656305	0.661389	0.659235
KAT7	0.657492	0.661199	0.658053	0.659342	0.659925	0.656311	0.663928	0.659906	0.65514	0.658261	0.653896	0.661476	0.661406	0.658371	0.660892	0.659252	0.657633	0.657525	0.660827	0.662285	0.659914	0.659592	0.654402	0.660787	0.660133	0.65749	0.665538	0.663138	0.661704	0.659654	0.657438	0.657868	0.660894	0.660594	0.659517	0.654738	0.662646	0.653364	0.659975	0.65991	0.657724	0.657968	0.660516	0.65917	0.661582	0.655148	0.657893	0.657025	0.658041	0.654343	0.661388	0.660525	0.65352	0.659058	0.658086	0.65704	0.658539	0.660037	0.653375	0.660606	0.657326	0.658536	0.659307	0.658893	0.654067	0.662891	0.655123	0.659973	0.657859	0.655716	0.662311	0.658751	0.682981	0.659901	0.657285	0.65993	0.660377	0.660549	0.659722
TBR1	0.653742	0.685329	0.679089	0.690813	0.633869	0.678628	0.693147	0.679331	0.68156	0.693147	0.685329	0.673792	0.66023	0.629851	0.680043	0.69123	0.658004	0.439613	0.625451	0.685329	0.669026	0.674309	0.592312	0.679089	0.681131	0.693147	0.693147	0.68403	0.688858	0.678199	0.685329	0.661556	0.687662	0.677662	0.675686	0.675543	0.680982	0.603589	0.639763	0.677641	0.673466	0.674267	0.685379	0.650357	0.517976	0.693147	0.693147	0.675495	0.680245	0.650827	0.680071	0.682249	0.683207	0.648576	0.686764	0.604673	0.693147	0.67484	0.668252	0.681038	0.668252	0.684131	0.685329	0.675784	0.663347	0.67538	0.612731	0.576936	0.64486	0.657468	0.679089	0.673466	0.693147	0.673904	0.673055	0.679205	0.679118	0.650127	0.68116
GATA4	0.688518	0.629388	0.691321	0.610809	0.691241	0.691214	0.691731	0.672162	0.666043	0.693147	0.693147	0.687191	0.684242	0.669735	0.675311	0.668537	0.650603	0.655097	0.668459	0.603998	0.649433	0.605158	0.645097	0.691321	0.690822	0.68653	0.693147	0.67285	0.597951	0.601836	0.640355	0.669012	0.673736	0.639751	0.663637	0.677357	0.688948	0.663577	0.675961	0.687437	0.693147	0.627637	0.660853	0.629975	0.693147	0.693147	0.692158	0.689635	0.642575	0.614763	0.689257	0.685258	0.667317	0.669342	0.655433	0.659491	0.612531	0.654326	0.66392	0.615288	0.661135	0.603933	0.626642	0.689997	0.693147	0.680836	0.588197	0.67622	0.643418	0.638706	0.673634	0.683124	0.693147	0.615711	0.67863	0.690196	0.691739	0.666803	0.660538
SKIL	0.671578	0.672964	0.656293	0.65448	0.658613	0.66823	0.652412	0.65347	0.659388	0.6642	0.659041	0.655578	0.655528	0.655056	0.662335	0.651469	0.657335	0.662087	0.657945	0.665249	0.655945	0.660676	0.664802	0.65199	0.662938	0.6489	0.674755	0.658862	0.664589	0.65479	0.660805	0.660223	0.664156	0.657275	0.658141	0.658574	0.655083	0.656793	0.662428	0.667848	0.650089	0.662216	0.659276	0.652804	0.660516	0.660619	0.669577	0.667785	0.656536	0.659557	0.656305	0.66698	0.656364	0.657244	0.666036	0.657963	0.645222	0.655145	0.654682	0.656342	0.667105	0.655083	0.653173	0.666626	0.653884	0.657798	0.651934	0.659398	0.658448	0.657674	0.66157	0.652374	0.666431	0.659509	0.671872	0.657	0.64746	0.660173	0.660463
HLX	0.626776	0.659815	0.676528	0.689284	0.651956	0.618102	0.689462	0.674527	0.681431	0.657506	0.59773	0.676068	0.675623	0.648292	0.68615	0.69199	0.643136	0.648349	0.675232	0.630604	0.680525	0.681434	0.678265	0.646679	0.685834	0.690302	0.683857	0.681125	0.684384	0.644443	0.693147	0.650439	0.68823	0.67867	0.673851	0.630838	0.638969	0.670398	0.67302	0.636151	0.691319	0.64679	0.644082	0.662649	0.686031	0.658465	0.687619	0.630304	0.653598	0.635457	0.635744	0.664949	0.688437	0.67141	0.625154	0.640234	0.693147	0.67379	0.692455	0.681077	0.692455	0.650185	0.606524	0.669297	0.657981	0.642136	0.619178	0.665144	0.627629	0.660407	0.636722	0.684205	0.691319	0.614255	0.681969	0.640844	0.658262	0.675371	0.643493
KLF4	0.677396	0.652541	0.687833	0.640406	0.658425	0.687132	0.645668	0.645295	0.646566	0.664903	0.652846	0.64042	0.644854	0.650138	0.642044	0.64271	0.657041	0.671498	0.657605	0.687644	0.639075	0.639966	0.685102	0.670929	0.655214	0.627791	0.688219	0.642569	0.671518	0.660434	0.657168	0.686955	0.642757	0.646386	0.644473	0.651494	0.65387	0.655635	0.685805	0.684787	0.66813	0.655916	0.650275	0.667715	0.634843	0.678746	0.69059	0.683676	0.670932	0.678086	0.641615	0.684941	0.650378	0.646781	0.678128	0.652865	0.629726	0.659136	0.692158	0.63962	0.642026	0.649078	0.656033	0.654911	0.638522	0.662696	0.674203	0.674223	0.661814	0.660424	0.66294	0.672364	0.670347	0.663092	0.689203	0.67115	0.655996	0.65901	0.652025
ZFP37	0.684577	0.669715	0.651543	0.672678	0.648788	0.68368	0.669301	0.663692	0.664645	0.655162	0.635361	0.665158	0.656013	0.64317	0.670461	0.655541	0.645384	0.648708	0.665838	0.650448	0.66111	0.664982	0.641965	0.664374	0.650124	0.631954	0.668641	0.6671	0.670517	0.664645	0.692451	0.671384	0.662483	0.670593	0.663405	0.649782	0.646415	0.646224	0.671465	0.672935	0.650717	0.660247	0.649834	0.654311	0.650627	0.659151	0.687587	0.683193	0.633471	0.635028	0.659679	0.670513	0.642764	0.665808	0.666365	0.645454	0.692451	0.66159	0.640865	0.665989	0.631752	0.66934	0.65192	0.654054	0.692451	0.6629	0.639099	0.648316	0.641452	0.652355	0.670574	0.654206	0.684153	0.642339	0.687811	0.663529	0.67698	0.657621	0.657645
ZNF189	0.658458	0.663839	0.663408	0.660827	0.665355	0.657507	0.65947	0.659988	0.65895	0.648611	0.656968	0.661164	0.65825	0.653026	0.660551	0.653923	0.656901	0.658723	0.660702	0.659053	0.658819	0.660411	0.656289	0.664409	0.663889	0.651035	0.653589	0.660754	0.659705	0.659725	0.653076	0.66216	0.662167	0.661929	0.662348	0.658856	0.658768	0.653868	0.65969	0.660601	0.663453	0.658371	0.657044	0.657993	0.65139	0.668662	0.665134	0.663187	0.656172	0.655266	0.659264	0.660785	0.661517	0.662019	0.661071	0.658281	0.652031	0.662506	0.655045	0.660542	0.656447	0.656444	0.665634	0.659886	0.650722	0.660799	0.650241	0.65468	0.653485	0.660672	0.667391	0.657859	0.673055	0.654934	0.660872	0.664191	0.66163	0.658369	0.662021
NR5A1	0.638592	0.683103	0.681039	0.684759	0.691865	0.682379	0.691486	0.689132	0.684578	0.693147	0.687563	0.686659	0.684065	0.693147	0.686596	0.690636	0.683576	0.686205	0.682169	0.685256	0.674092	0.678195	0.685398	0.693147	0.69199	0.693147	0.687563	0.677133	0.394427	0.686705	0.683093	0.666055	0.691501	0.668656	0.685548	0.693147	0.690397	0.670401	0.683946	0.665639	0.693147	0.688952	0.684968	0.637329	0.423486	0.693147	0.393634	0.642876	0.676519	0.686063	0.691478	0.688869	0.615339	0.684078	0.692414	0.6874	0.693147	0.68708	0.685256	0.686365	0.687563	0.691284	0.690084	0.691785	0.683093	0.689983	0.618052	0.66737	0.687047	0.675702	0.683093	0.670218	0.690084	0.688562	0.642305	0.693147	0.682076	0.658691	0.686816
XPA	0.659917	0.658643	0.658653	0.657062	0.659943	0.656565	0.664466	0.657748	0.660768	0.660784	0.655837	0.65801	0.656768	0.657633	0.658285	0.656835	0.65813	0.65826	0.660575	0.666076	0.657297	0.658592	0.655081	0.66277	0.662333	0.655909	0.654425	0.660341	0.660372	0.658164	0.647095	0.661054	0.654276	0.657546	0.661173	0.658581	0.660551	0.656402	0.657986	0.65782	0.662465	0.662026	0.658384	0.661199	0.657165	0.673213	0.664987	0.661933	0.660098	0.658019	0.660049	0.660459	0.669759	0.659047	0.664195	0.65759	0.650708	0.661339	0.658516	0.657495	0.660522	0.656686	0.662013	0.657207	0.654279	0.660151	0.65323	0.657872	0.659755	0.653983	0.661086	0.655611	0.676042	0.655929	0.657377	0.662764	0.656647	0.657566	0.660257
LMX1B	0.689963	0.648667	0.603667	0.681704	0.690943	0.692553	0.684668	0.669657	0.605196	0.661153	0.547405	0.668486	0.654964	0.657406	0.67561	0.661209	0.676755	0.653927	0.65155	0.684873	0.629122	0.663942	0.63609	0.658467	0.660622	0.631295	0.690609	0.653918	0.692405	0.669854	0.617069	0.69065	0.675423	0.662668	0.607305	0.689936	0.68136	0.668925	0.692384	0.692441	0.693147	0.668648	0.67189	0.658667	0.693147	0.657608	0.691767	0.68448	0.672505	0.670209	0.684374	0.685969	0.68435	0.65981	0.644639	0.657378	0.680121	0.658394	0.691767	0.672247	0.574056	0.665184	0.691767	0.671368	0.680121	0.681066	0.678032	0.60535	0.621408	0.626928	0.691767	0.589033	0.687563	0.605331	0.690257	0.685889	0.676662	0.65426	0.691575
MYC	0.649829	0.657941	0.658733	0.654459	0.658273	0.651677	0.65834	0.65691	0.663233	0.652424	0.656799	0.662861	0.662029	0.659658	0.65461	0.659968	0.66371	0.654246	0.658014	0.662081	0.656762	0.656756	0.651933	0.662155	0.666562	0.657112	0.672453	0.657209	0.656083	0.658623	0.655545	0.65666	0.656084	0.65686	0.658942	0.658677	0.661262	0.66557	0.650519	0.655559	0.664382	0.660372	0.654086	0.667004	0.648973	0.662541	0.647552	0.647234	0.666643	0.681008	0.661969	0.651793	0.668165	0.6576	0.65499	0.660836	0.665206	0.65846	0.663945	0.657144	0.656902	0.655291	0.673864	0.653536	0.663997	0.657796	0.679187	0.655185	0.663387	0.658124	0.658595	0.656319	0.674742	0.658349	0.656739	0.660235	0.657318	0.658318	0.658985
DMRT1	0.676664	0.678902	0.693147	0.672156	0.655531	0.688162	0.686862	0.667491	0.68577	0.667723	0.600037	0.67826	0.660762	0.669168	0.675568	0.651096	0.647949	0.670216	0.644668	0.693147	0.644838	0.667294	0.668344	0.693147	0.688701	0.688688	0.693147	0.671005	0.5397	0.682649	0.693147	0.600823	0.66618	0.66666	0.679895	0.63675	0.689498	0.643571	0.667304	0.486871	0.685059	0.685048	0.566702	0.657941	0.667723	0.688688	0.693147	0.690297	0.573775	0.692781	0.686441	0.683484	0.595987	0.672016	0.686878	0.669955	0.693147	0.659299	0.693147	0.683162	0.658224	0.682187	0.681756	0.67831	0.685059	0.672641	0.58258	0.687448	0.676128	0.68659	0.688688	0.693147	0.688688	0.668784	0.657314	0.683476	0.656683	0.687761	0.627899
FOXP4	0.657837	0.664819	0.659945	0.664881	0.660753	0.658279	0.666604	0.658874	0.651927	0.665708	0.651858	0.663904	0.664054	0.658017	0.655776	0.667799	0.65826	0.662606	0.655516	0.661538	0.66025	0.655517	0.656199	0.655058	0.662243	0.658773	0.668244	0.66516	0.648093	0.651699	0.660905	0.656289	0.662514	0.660879	0.652586	0.660911	0.662177	0.651394	0.661565	0.661311	0.644611	0.661426	0.659446	0.661589	0.65852	0.674686	0.656957	0.656688	0.66602	0.662707	0.663294	0.662903	0.671088	0.657011	0.663973	0.659038	0.656743	0.657931	0.656247	0.662849	0.653185	0.659093	0.651985	0.659174	0.650396	0.660568	0.654825	0.658429	0.660091	0.651562	0.649455	0.652647	0.68686	0.655293	0.656587	0.659091	0.65487	0.656944	0.657683
ZSCAN9	0.656996	0.661141	0.656019	0.664586	0.658345	0.658613	0.665209	0.658061	0.658234	0.693147	0.664395	0.65936	0.657999	0.656197	0.661018	0.665748	0.656893	0.658316	0.658132	0.656553	0.661634	0.66147	0.667881	0.658519	0.66433	0.659403	0.6509	0.663607	0.663767	0.657824	0.665386	0.657205	0.659294	0.660021	0.660157	0.657131	0.659075	0.652468	0.660723	0.664042	0.649074	0.659669	0.65884	0.654641	0.662367	0.656798	0.653654	0.654657	0.660158	0.651445	0.659416	0.670187	0.658153	0.658829	0.659551	0.656861	0.65684	0.658761	0.660733	0.661629	0.648241	0.658689	0.654799	0.658648	0.647226	0.658173	0.64602	0.659574	0.659476	0.654962	0.651526	0.654745	0.671976	0.658979	0.677111	0.661776	0.654788	0.655461	0.661052
TFAP2A	0.681992	0.640361	0.680627	0.652061	0.662177	0.678715	0.650186	0.649805	0.640294	0.649231	0.642247	0.648332	0.645677	0.666064	0.66757	0.649711	0.656066	0.663672	0.652874	0.642783	0.651156	0.655742	0.665588	0.671743	0.650322	0.640073	0.688892	0.648422	0.69093	0.659046	0.644322	0.66224	0.658293	0.6534	0.643263	0.661002	0.667455	0.661095	0.681431	0.673598	0.691437	0.643127	0.667152	0.654273	0.64686	0.644217	0.689219	0.675767	0.66047	0.68658	0.66613	0.663932	0.657784	0.655539	0.641102	0.66792	0.665075	0.65457	0.636615	0.654651	0.647926	0.647452	0.669431	0.652918	0.635127	0.66518	0.68818	0.678761	0.665039	0.657724	0.663721	0.684186	0.652896	0.65316	0.679911	0.655425	0.657556	0.651741	0.664114
IRF4	0.667029	0.683918	0.691809	0.688764	0.687274	0.521394	0.692427	0.681838	0.685143	0.693147	0.675167	0.686479	0.690955	0.679329	0.684037	0.691816	0.677306	0.680836	0.683987	0.681964	0.67646	0.685488	0.685455	0.691809	0.693147	0.690685	0.690685	0.68535	0.690159	0.682044	0.691809	0.476725	0.691815	0.690246	0.683298	0.687171	0.678528	0.676031	0.509058	0.533508	0.681223	0.577705	0.683359	0.665617	0.690685	0.555266	0.67161	0.658525	0.679515	0.68767	0.684295	0.518459	0.622884	0.681808	0.612405	0.672361	0.687728	0.684283	0.689646	0.686852	0.690685	0.685101	0.686828	0.680546	0.686828	0.682174	0.684712	0.684174	0.682524	0.681758	0.686828	0.688665	0.693147	0.654831	0.620326	0.673155	0.686472	0.687331	0.685859
GCM1	0.679619	0.663621	0.688114	0.668448	0.683656	0.673481	0.678676	0.683331	0.67632	0.664632	0.693147	0.661808	0.679611	0.693147	0.661415	0.686444	0.673762	0.676956	0.66706	0.684033	0.656612	0.666601	0.677355	0.693147	0.233124	0.688114	0.688114	0.679202	0.521867	0.673036	0.688114	0.668201	0.671124	0.677435	0.676754	0.681606	0.683469	0.645124	0.679646	0.671137	0.651585	0.682797	0.689264	0.679265	0.684033	0.693147	0.624205	0.674379	0.668267	0.681235	0.68924	0.689614	0.666729	0.671911	0.691928	0.681756	0.684033	0.672149	0.693147	0.678093	0.680326	0.683487	0.670488	0.674413	0.673602	0.661994	0.688136	0.68815	0.685546	0.663374	0.659176	0.693147	0.680326	0.688165	0.652825	0.686059	0.688136	0.685073	0.674468
FOXF2	0.688275	0.666012	0.68205	0.646282	0.653458	0.685605	0.631634	0.63981	0.661959	0.646756	0.688414	0.662054	0.639341	0.64128	0.682713	0.629177	0.632165	0.646293	0.652899	0.693147	0.6344	0.669032	0.662681	0.619329	0.690096	0.632445	0.693147	0.637048	0.688527	0.665006	0.611562	0.676933	0.687144	0.670148	0.665159	0.63794	0.635059	0.682577	0.692032	0.691948	0.689434	0.640026	0.654285	0.641402	0.666522	0.645969	0.693147	0.685741	0.645963	0.692483	0.631691	0.691941	0.676379	0.661504	0.619797	0.618926	0.689434	0.658266	0.659113	0.667567	0.683189	0.624122	0.681682	0.689598	0.693147	0.666163	0.662122	0.673862	0.671805	0.651014	0.68205	0.675532	0.647058	0.632996	0.691799	0.642964	0.648887	0.648322	0.650121
HMGA1	0.657221	0.656308	0.65893	0.655411	0.652356	0.658144	0.660277	0.657658	0.661348	0.660404	0.660317	0.662259	0.66214	0.664974	0.657895	0.660508	0.662706	0.660158	0.65888	0.655176	0.658578	0.657301	0.660448	0.653139	0.653652	0.66124	0.669052	0.659749	0.657465	0.658536	0.66094	0.656259	0.656762	0.657835	0.661842	0.657622	0.665383	0.659588	0.657586	0.65943	0.662525	0.657823	0.653811	0.660033	0.658197	0.660782	0.655303	0.655763	0.657116	0.659205	0.658655	0.657497	0.657485	0.656983	0.659106	0.662571	0.660608	0.658215	0.653155	0.655063	0.662776	0.65763	0.651675	0.663759	0.667042	0.665018	0.653631	0.662425	0.665776	0.6618	0.656489	0.652088	0.67195	0.663688	0.658273	0.656242	0.65611	0.664457	0.659248
THAP12	0.658184	0.660285	0.654696	0.658948	0.660395	0.658143	0.658842	0.658081	0.659154	0.655958	0.654799	0.658272	0.658942	0.659113	0.658063	0.663673	0.659814	0.659753	0.661497	0.66328	0.658972	0.658669	0.658715	0.657654	0.661202	0.652306	0.661368	0.661544	0.663709	0.659871	0.65482	0.659385	0.658352	0.659786	0.659641	0.661983	0.660359	0.653825	0.657664	0.660009	0.649428	0.66067	0.656669	0.657591	0.65516	0.668418	0.656846	0.658322	0.656392	0.657532	0.661548	0.660896	0.661068	0.658571	0.662751	0.658076	0.651764	0.659718	0.655119	0.660049	0.656578	0.660224	0.662599	0.65987	0.657837	0.662959	0.656026	0.658454	0.657789	0.6583	0.666229	0.658081	0.684855	0.657257	0.658301	0.658977	0.654384	0.660208	0.661507
CREBZF	0.655358	0.653242	0.658477	0.659512	0.661959	0.65507	0.659756	0.657407	0.656005	0.661447	0.654587	0.65839	0.660689	0.658036	0.657827	0.665326	0.657193	0.659816	0.657913	0.665259	0.656946	0.658628	0.656745	0.65792	0.664205	0.660275	0.662828	0.661956	0.659134	0.657887	0.659473	0.657787	0.6649	0.661672	0.659098	0.659553	0.66709	0.650162	0.655179	0.657261	0.655381	0.660933	0.661353	0.661862	0.664352	0.674421	0.657172	0.654717	0.664618	0.657048	0.659471	0.657266	0.663385	0.656006	0.664446	0.660246	0.663388	0.658429	0.661182	0.657097	0.650954	0.661638	0.651066	0.654229	0.64948	0.659401	0.65548	0.657279	0.658716	0.656428	0.663208	0.65331	0.679459	0.662023	0.654503	0.660374	0.655117	0.658831	0.661679
POU2F3	0.685589	0.682353	0.68403	0.629242	0.681256	0.677724	0.657564	0.625405	0.603746	0.65724	0.693147	0.635581	0.634429	0.636293	0.635112	0.607596	0.676402	0.688468	0.671166	0.693147	0.633388	0.639016	0.686073	0.667521	0.681396	0.67929	0.693147	0.635908	0.678836	0.684749	0.685318	0.614445	0.659134	0.633048	0.606179	0.624061	0.684711	0.624222	0.668339	0.670319	0.651755	0.686101	0.670908	0.670319	0.591804	0.693147	0.693147	0.688191	0.670699	0.688263	0.67363	0.687459	0.618985	0.646755	0.689323	0.674914	0.637924	0.659597	0.678187	0.622859	0.693147	0.672554	0.682789	0.645805	0.616472	0.681829	0.693147	0.688313	0.683289	0.67053	0.682789	0.693147	0.631181	0.689894	0.687434	0.690362	0.589517	0.672485	0.681919
ZNF280D	0.657501	0.654004	0.658594	0.655304	0.659851	0.660378	0.664297	0.658815	0.661847	0.656879	0.660533	0.657035	0.65784	0.654561	0.658748	0.659025	0.658226	0.659854	0.660457	0.661644	0.658317	0.659198	0.653393	0.663168	0.672329	0.652816	0.65306	0.66216	0.668465	0.658626	0.666521	0.670494	0.658254	0.659129	0.659593	0.654857	0.658293	0.65636	0.661267	0.662676	0.646668	0.658361	0.658474	0.65499	0.66721	0.652178	0.663564	0.660721	0.654626	0.655642	0.65695	0.665859	0.683207	0.658018	0.658924	0.655974	0.64806	0.660203	0.687323	0.659075	0.653604	0.657873	0.654403	0.657588	0.652578	0.658834	0.654917	0.654081	0.66201	0.654828	0.66158	0.652041	0.673158	0.65494	0.659324	0.657761	0.659437	0.657349	0.657737
GTF2B	0.658265	0.66153	0.657981	0.658778	0.657819	0.65761	0.660801	0.658508	0.661244	0.652277	0.65903	0.661078	0.658775	0.657978	0.660464	0.657569	0.659192	0.6588	0.661111	0.659525	0.661043	0.659261	0.657347	0.65827	0.655399	0.663512	0.659336	0.660311	0.662609	0.661256	0.654576	0.658856	0.658967	0.658306	0.661796	0.658278	0.659357	0.658147	0.659018	0.657715	0.665169	0.658977	0.657292	0.657459	0.656907	0.656933	0.660952	0.658015	0.656233	0.658285	0.660409	0.658645	0.659702	0.65988	0.659026	0.657697	0.659268	0.659864	0.658103	0.658711	0.653902	0.659289	0.659658	0.661066	0.657738	0.661879	0.656889	0.659942	0.658144	0.658265	0.66047	0.659209	0.673588	0.657128	0.657679	0.660933	0.657712	0.659857	0.660346
