	AASTR	ABC	ACC	ACRM	ALCLALKN	ALCLALKP	AM	AMKL	AML	AMLGATA2MECOM	AMOL	AMPCA	ARMS	ASTR	ATLL	ATRT	BL	BLCA	BLL	BLLBCRABL1	BLLBCRABL1L	BLLETV6RUNX1	BLLHYPO	BLLKMT2A	BLLTCF3PBX1	BLSC	BNNOS	BPLL	BRCA	BRCNOS	BTMOV	CCOV	CCRCC	CDS	CEAD	CEGCC	CELNOS	CESC	CHOL	CHS	CLLSLL	CMLBCRABL1	COAD	COADREAD	CSCC	DA	DCIS	DDCHS	DDLS	DLBCLNOS	DSTAD	ECAD	EHCH	EMBCA	EMCHS	EOV	EPIS	ERMS	ERT	ES	ESCA	ESCC	ESS	ETPLL	FIBS	FTCL	GB	GBAD	GBC	GCB	GCLC	GEJ	GSARC	HCC	HCCIHCH	HGSOC	HL	HNSC	HPHSC	HSTCL	IDC	IHCH	ILC	LCLC	LIHB	LIPO	LMS	LUAD	LUAS	LUCA	LUMEC	LUSC	LXSC	MACR	MBL	MBN	MCC	MCCE	MCL	MDS	MEL	MFH	MLADS	MNG	MOV	MPNST	MRC	MRT	MSTAD	MTNN	MXOV	MYCF	NBL	NKCLL	NMCHN	NSCLC	NSCLCPD	NUTCL	OCSC	ODG	OMGCT	OOVC	OPHSC	OS	PAAD	PAASC	PANET	PCM	PEL	PLBMESO	PLEMESO	PLSMESO	PNET	PRAD	PRCC	PRSCC	RBL	RCC	READ	RMS	SARCNOS	SCCO	SCLC	SKCM	SMARCA4-UT	SMZL	SNSC	SOC	SS	SSRCC	STAD	STAS	STSC	SYNS	THAP	THFO	THME	THPA	THPD	TLL	TSTAD	TT	UASC	UCCA	UCCC	UCEC	UCS	UCU	ULMS	UM	USARC	VMM	VSC	WDLS	ZFIB	ZFIBBON	ZFIBBRE	ZFIBCOL	ZFIBLUN	ZFIBLYM	ZFIBSKI	ZFIBSOF	ZFIBUPA	ZFIBURT	ZHYPP	ZIMMBR	ZIMMEKC	ZIMMEPCNS	ZIMMEPCP	ZIMMEPCRT	ZIMMLUNG	ZIMMOV
GRHL2	0.692556	0.691756	0.692299	0.693147	0.692927	0.690464	0.692299	0.692434	0.691538	0.691594	0.691265	0.659471	0.69237	0.69016	0.690593	0.692888	0.691651	0.656891	0.692221	0.69095	0.691709	0.692978	0.692191	0.691685	0.692556	0.648299	0.647947	0.692556	0.654809	0.691914	0.642464	0.67699	0.692469	0.689969	0.668488	0.652591	0.692299	0.666107	0.637041	0.691159	0.692761	0.692295	0.655278	0.665821	0.644367	0.692556	0.641206	0.688408	0.692274	0.691998	0.665584	0.676168	0.651045	0.691632	0.693147	0.691033	0.692299	0.687881	0.692978	0.692109	0.662389	0.648198	0.691821	0.692556	0.69283	0.693147	0.69034	0.677518	0.648707	0.69303	0.692384	0.64493	0.691266	0.687657	0.652547	0.668668	0.691439	0.659052	0.64712	0.693147	0.649886	0.661701	0.644658	0.68291	0.685471	0.692166	0.692736	0.661726	0.672736	0.64754	0.645508	0.664458	0.652791	0.644106	0.692406	0.692391	0.692737	0.65239	0.691524	0.689424	0.690747	0.692426	0.692074	0.692903	0.658732	0.691418	0.693147	0.687181	0.687625	0.691136	0.692055	0.69283	0.692222	0.689725	0.69283	0.660928	0.693147	0.652134	0.651848	0.690515	0.69283	0.655889	0.64754	0.692414	0.656099	0.692429	0.64996	0.691359	0.692055	0.692784	0.691725	0.685038	0.692928	0.640717	0.692304	0.642432	0.69283	0.690976	0.655059	0.692055	0.691159	0.691994	0.667912	0.691983	0.69102	0.693147	0.648435	0.677614	0.69283	0.651538	0.658072	0.690158	0.688343	0.692719	0.690178	0.691187	0.686748	0.693147	0.687777	0.692048	0.641942	0.682086	0.657503	0.658881	0.651106	0.673745	0.681898	0.6604	0.691527	0.693147	0.686608	0.693147	0.666546	0.69303	0.689075	0.692219	0.691457	0.691578	0.692112	0.689697	0.692445	0.687361	0.692556	0.691373	0.647495	0.651726	0.692978	0.692556	0.654363	0.693147	0.655877	0.689603
ZNF324	0.67398	0.672774	0.679857	0.679626	0.681132	0.677634	0.675652	0.671078	0.676088	0.672191	0.677309	0.679438	0.67773	0.675118	0.674843	0.681043	0.674636	0.6766	0.67516	0.672817	0.671565	0.676762	0.671991	0.675144	0.673971	0.679279	0.677815	0.675743	0.675293	0.674461	0.675562	0.680158	0.680111	0.672096	0.679415	0.678547	0.672181	0.676427	0.678998	0.675835	0.677821	0.674861	0.676416	0.682439	0.678014	0.676911	0.671819	0.671837	0.679646	0.675313	0.678428	0.677211	0.677556	0.682642	0.680175	0.676225	0.684287	0.676429	0.675138	0.675618	0.679072	0.677405	0.674811	0.674226	0.677164	0.682658	0.675264	0.678731	0.677775	0.676415	0.67599	0.683934	0.676367	0.675997	0.677182	0.676469	0.672953	0.677995	0.679131	0.677657	0.675821	0.679554	0.677488	0.675717	0.679046	0.680962	0.678094	0.676803	0.675912	0.673884	0.675415	0.676295	0.676224	0.678278	0.677745	0.675485	0.677512	0.674519	0.674848	0.675804	0.676576	0.678962	0.673688	0.677872	0.676214	0.679489	0.680366	0.677305	0.680969	0.674758	0.682844	0.674053	0.674693	0.678154	0.679909	0.676914	0.679962	0.677182	0.678968	0.67535	0.677502	0.675385	0.682996	0.677437	0.678052	0.678961	0.674429	0.675702	0.671269	0.678224	0.67804	0.677598	0.67985	0.674884	0.679707	0.668907	0.676764	0.679768	0.678665	0.677369	0.676379	0.679407	0.670549	0.6765	0.67472	0.676322	0.677657	0.678079	0.670956	0.674011	0.67703	0.673199	0.669704	0.676312	0.678729	0.675715	0.673309	0.683513	0.672796	0.674454	0.675492	0.683152	0.673528	0.680149	0.679935	0.675294	0.680663	0.677425	0.674529	0.678976	0.671111	0.684153	0.689771	0.676627	0.676547	0.676692	0.677454	0.67587	0.678839	0.676518	0.677134	0.680227	0.678099	0.678837	0.675184	0.673113	0.676749	0.673825	0.677259	0.677942	0.676564	0.676134
ZNF671	0.679743	0.660758	0.666925	0.683611	0.668926	0.676955	0.66615	0.657983	0.6684	0.65786	0.666881	0.687761	0.678108	0.672055	0.660884	0.675393	0.669665	0.687225	0.664089	0.663507	0.658118	0.66623	0.672521	0.664554	0.661388	0.692128	0.692875	0.664632	0.682658	0.677474	0.668408	0.684537	0.683284	0.674528	0.692877	0.689206	0.659551	0.689413	0.693147	0.683933	0.6664	0.668338	0.688884	0.692875	0.692686	0.688002	0.686588	0.68852	0.677756	0.666307	0.690142	0.681021	0.689402	0.668103	0.659423	0.67796	0.680237	0.680102	0.662361	0.67678	0.685549	0.687946	0.677407	0.657985	0.677022	0.676834	0.674082	0.678763	0.69242	0.668625	0.67852	0.68285	0.678319	0.682441	0.691439	0.683812	0.667423	0.688077	0.690688	0.660859	0.683931	0.683177	0.682251	0.678672	0.690534	0.678425	0.673203	0.678971	0.682865	0.680237	0.665842	0.67907	0.687712	0.692496	0.670404	0.674284	0.677156	0.692875	0.665392	0.692875	0.678542	0.677752	0.661608	0.676664	0.683965	0.677212	0.66663	0.673291	0.681224	0.671846	0.69242	0.661437	0.676198	0.663562	0.69264	0.679403	0.690096	0.670336	0.690178	0.675681	0.69264	0.69221	0.69242	0.676546	0.684022	0.688562	0.688388	0.669438	0.686148	0.677086	0.677069	0.667501	0.679201	0.675584	0.688769	0.661295	0.674747	0.685576	0.688659	0.663281	0.665542	0.666502	0.67703	0.679809	0.675547	0.661611	0.692875	0.683955	0.662592	0.681072	0.686488	0.690413	0.668571	0.678455	0.68293	0.679449	0.669518	0.692875	0.674416	0.662666	0.683485	0.67234	0.681749	0.690098	0.691259	0.685195	0.69005	0.681156	0.67594	0.67521	0.689641	0.679683	0.692875	0.675117	0.676558	0.6722	0.672154	0.671106	0.671269	0.669474	0.671474	0.667648	0.671306	0.66719	0.686256	0.676695	0.674116	0.664335	0.677033	0.676118	0.675642	0.670891
ZNF416	0.679045	0.671967	0.677016	0.676459	0.688633	0.683201	0.677604	0.672332	0.676465	0.675567	0.678555	0.679329	0.675134	0.675351	0.673949	0.678256	0.678514	0.678111	0.675014	0.672455	0.671876	0.674304	0.670971	0.672857	0.673778	0.679045	0.671392	0.676489	0.677548	0.677114	0.677721	0.679399	0.678871	0.676566	0.678528	0.669757	0.675407	0.675309	0.674753	0.676212	0.67792	0.677318	0.679117	0.683458	0.677006	0.674525	0.676645	0.675273	0.675988	0.677187	0.678983	0.676597	0.676064	0.674863	0.670785	0.676547	0.676089	0.673134	0.674055	0.67589	0.676309	0.679899	0.672487	0.673268	0.679012	0.687205	0.676223	0.677956	0.672185	0.676381	0.679393	0.675009	0.679433	0.676868	0.673057	0.67907	0.678085	0.678526	0.680507	0.672216	0.678779	0.676757	0.679443	0.677177	0.67937	0.680195	0.674979	0.677991	0.677052	0.676618	0.674817	0.677688	0.678476	0.675725	0.67701	0.684697	0.674336	0.673893	0.675585	0.683908	0.677428	0.679427	0.671679	0.676536	0.676645	0.675283	0.673556	0.675996	0.680517	0.679623	0.681801	0.678614	0.674351	0.678192	0.676388	0.677245	0.673538	0.675968	0.679069	0.676315	0.673556	0.670143	0.683851	0.675592	0.677623	0.67863	0.674323	0.677677	0.678518	0.673895	0.675197	0.675637	0.6769	0.677483	0.679055	0.670193	0.675324	0.681192	0.679041	0.676163	0.675476	0.674675	0.673666	0.678697	0.675539	0.676708	0.67376	0.677387	0.671507	0.685827	0.677771	0.679182	0.672267	0.675184	0.680617	0.678457	0.676722	0.676388	0.677489	0.675529	0.673537	0.679321	0.675997	0.679983	0.68282	0.676443	0.677925	0.675638	0.676561	0.675337	0.67573	0.676163	0.687123	0.675677	0.677263	0.6784	0.6792	0.679601	0.679034	0.67784	0.67858	0.677648	0.678712	0.677098	0.673127	0.678679	0.678374	0.673339	0.677014	0.678784	0.680438	0.678944
ZNF586	0.68262	0.669253	0.679879	0.679381	0.680393	0.683303	0.673177	0.672723	0.675675	0.669988	0.678547	0.680615	0.676651	0.675773	0.673766	0.676147	0.673284	0.67698	0.672884	0.671503	0.670254	0.673133	0.678526	0.674222	0.672021	0.677851	0.675825	0.6739	0.676924	0.678562	0.676397	0.679652	0.678939	0.671571	0.679149	0.677207	0.673146	0.679967	0.682049	0.680109	0.675155	0.675449	0.679215	0.681587	0.677818	0.672907	0.67466	0.680888	0.681722	0.672908	0.678551	0.681723	0.678875	0.676738	0.673246	0.675037	0.678038	0.676432	0.673944	0.675695	0.678126	0.678717	0.672967	0.671128	0.674314	0.679828	0.676965	0.677721	0.676574	0.675784	0.678059	0.677432	0.678227	0.677884	0.676449	0.679197	0.680666	0.678386	0.678756	0.674122	0.677462	0.678125	0.6769	0.675412	0.680896	0.681954	0.677777	0.676854	0.677286	0.67486	0.673824	0.676938	0.676282	0.678966	0.675461	0.679538	0.6759	0.682466	0.673663	0.680365	0.677744	0.676571	0.673057	0.678881	0.678154	0.678118	0.672746	0.675132	0.680038	0.677032	0.680516	0.675538	0.675139	0.680362	0.678064	0.677032	0.675084	0.673472	0.680195	0.675791	0.675657	0.678184	0.677653	0.677459	0.677781	0.675948	0.674239	0.674489	0.672255	0.675768	0.678101	0.674115	0.6761	0.674005	0.677324	0.676681	0.676073	0.678599	0.680151	0.673512	0.675759	0.673026	0.672868	0.677795	0.675013	0.673045	0.673605	0.679269	0.673585	0.679575	0.677271	0.678516	0.673202	0.677904	0.678393	0.678463	0.671989	0.6769	0.677481	0.673308	0.674856	0.676295	0.674503	0.67519	0.678212	0.678287	0.681791	0.678171	0.67672	0.678942	0.672561	0.678024	0.687902	0.67742	0.679282	0.679647	0.679782	0.679198	0.679441	0.679383	0.679561	0.677079	0.679759	0.676844	0.678806	0.67736	0.677145	0.676315	0.67737	0.680455	0.676713	0.677505
ZNF446	0.675364	0.674839	0.677337	0.678764	0.679841	0.677303	0.680608	0.675505	0.678305	0.672849	0.678885	0.67885	0.676978	0.674233	0.675601	0.677832	0.67793	0.676359	0.67704	0.677282	0.674335	0.67861	0.675062	0.677564	0.675697	0.680011	0.68147	0.673497	0.675457	0.677047	0.674394	0.678026	0.677062	0.675489	0.679545	0.677462	0.67488	0.676212	0.678047	0.675897	0.678631	0.67758	0.677385	0.680966	0.678315	0.674714	0.6722	0.674684	0.679959	0.676778	0.675764	0.677678	0.675415	0.682888	0.67275	0.675536	0.67736	0.676718	0.674216	0.675572	0.677371	0.677585	0.675738	0.677778	0.676238	0.68025	0.674979	0.6773	0.674654	0.678038	0.676973	0.680462	0.676957	0.674864	0.678262	0.67673	0.674146	0.677912	0.679181	0.679493	0.676458	0.677865	0.675552	0.675789	0.679953	0.681903	0.677491	0.676351	0.676947	0.676163	0.675447	0.676687	0.674922	0.677246	0.677499	0.677754	0.678983	0.682105	0.677369	0.676266	0.676387	0.678021	0.679063	0.678019	0.676327	0.67656	0.678072	0.674789	0.678122	0.67548	0.679509	0.677802	0.675103	0.675672	0.678301	0.676191	0.674811	0.678999	0.67847	0.674545	0.677337	0.673969	0.683253	0.6785	0.67758	0.676732	0.673578	0.67757	0.678353	0.677699	0.67678	0.674501	0.67963	0.674271	0.676714	0.670245	0.6777	0.676237	0.679845	0.673029	0.675924	0.675619	0.672822	0.676637	0.672546	0.675377	0.676266	0.676852	0.677742	0.678033	0.676867	0.675625	0.670615	0.67594	0.677022	0.674503	0.673387	0.678275	0.667842	0.67473	0.674587	0.678147	0.675962	0.679769	0.680498	0.676168	0.679572	0.67838	0.67684	0.678003	0.672049	0.677718	0.685445	0.675972	0.674699	0.676651	0.677738	0.677029	0.679097	0.676109	0.677358	0.676352	0.678856	0.679619	0.676668	0.67364	0.677438	0.675686	0.678969	0.677347	0.678135	0.678072
ZNF264	0.673143	0.672029	0.678695	0.68176	0.680905	0.676489	0.675305	0.672348	0.676763	0.670581	0.677696	0.685841	0.675954	0.675299	0.672595	0.678126	0.680548	0.676214	0.680755	0.68158	0.675653	0.685198	0.6823	0.678463	0.676622	0.679606	0.693147	0.670817	0.678923	0.67483	0.670703	0.678045	0.677293	0.667925	0.682502	0.674963	0.675863	0.676636	0.675695	0.68001	0.675808	0.676981	0.682439	0.693147	0.679096	0.671651	0.680762	0.67027	0.67803	0.676431	0.67751	0.67878	0.677599	0.677879	0.678551	0.676683	0.679352	0.676285	0.674593	0.677581	0.679406	0.676542	0.674463	0.67013	0.669259	0.692635	0.675631	0.677584	0.676175	0.679596	0.678833	0.676668	0.678044	0.675942	0.677888	0.678603	0.681297	0.677036	0.674909	0.675336	0.676972	0.677774	0.677991	0.675801	0.677367	0.682484	0.673741	0.676721	0.676919	0.678409	0.672723	0.676682	0.672854	0.678426	0.678343	0.67979	0.677531	0.675513	0.675431	0.678917	0.677727	0.673375	0.674418	0.675642	0.675144	0.677658	0.676801	0.674891	0.675148	0.677708	0.68048	0.675086	0.677818	0.67928	0.681208	0.676249	0.67278	0.6763	0.67835	0.674519	0.676122	0.676052	0.681861	0.677311	0.676989	0.677663	0.675481	0.676875	0.674267	0.675567	0.676332	0.676898	0.68201	0.674261	0.676988	0.668642	0.681015	0.677908	0.683969	0.666852	0.671975	0.673313	0.672722	0.676735	0.673533	0.678434	0.674322	0.678723	0.669338	0.671415	0.676234	0.67684	0.671689	0.679509	0.677217	0.675833	0.67318	0.68039	0.676229	0.673334	0.671968	0.679432	0.672777	0.680918	0.68265	0.675156	0.680689	0.674692	0.674719	0.681395	0.67211	0.678842	0.686305	0.677745	0.675897	0.675239	0.677363	0.677584	0.678117	0.67618	0.676408	0.67341	0.676211	0.676105	0.677932	0.677336	0.673604	0.674463	0.678779	0.681537	0.675086	0.676744
REST	0.672982	0.677314	0.675605	0.678727	0.677422	0.677471	0.669502	0.673865	0.676133	0.671668	0.677447	0.676213	0.676265	0.675522	0.674069	0.679122	0.676876	0.676806	0.677072	0.673583	0.67351	0.673801	0.672049	0.675101	0.675122	0.677684	0.675404	0.678393	0.677394	0.676354	0.678989	0.679641	0.678576	0.672283	0.678114	0.673668	0.675251	0.676569	0.677486	0.67358	0.679803	0.675695	0.677588	0.681766	0.676262	0.674531	0.676577	0.673817	0.676365	0.676851	0.679593	0.682141	0.678526	0.673779	0.676171	0.675645	0.680467	0.67649	0.673893	0.67705	0.677297	0.677232	0.67493	0.671064	0.675754	0.678049	0.676799	0.677205	0.679525	0.677879	0.677593	0.674069	0.677637	0.67733	0.675142	0.675719	0.677737	0.677477	0.679023	0.673166	0.677142	0.67736	0.678741	0.680076	0.67867	0.678814	0.674449	0.677237	0.677445	0.685596	0.677973	0.677714	0.677519	0.675662	0.677797	0.679436	0.674952	0.675182	0.677242	0.679034	0.677829	0.67775	0.675622	0.676278	0.677016	0.675908	0.676353	0.675913	0.678891	0.676508	0.681158	0.672573	0.680312	0.678732	0.678675	0.67934	0.672796	0.676128	0.679361	0.676248	0.671237	0.673058	0.676432	0.675598	0.677398	0.679303	0.686596	0.676984	0.675815	0.675636	0.677605	0.674807	0.677489	0.676792	0.678547	0.67609	0.681661	0.678399	0.679765	0.674416	0.679466	0.673929	0.686925	0.679093	0.676585	0.678559	0.675456	0.676367	0.677063	0.676788	0.677346	0.675835	0.682706	0.674186	0.677544	0.678836	0.691704	0.677075	0.678172	0.674615	0.675643	0.67227	0.675059	0.67355	0.676409	0.676256	0.678657	0.674406	0.675554	0.678376	0.673692	0.681358	0.684962	0.676576	0.676993	0.676693	0.676917	0.677175	0.67659	0.675686	0.676802	0.67627	0.676139	0.673298	0.677775	0.677224	0.674785	0.674047	0.677657	0.675418	0.67727	0.675943
NCOA1	0.675959	0.677678	0.675108	0.677092	0.67394	0.673891	0.680445	0.671235	0.678419	0.6718	0.677696	0.679475	0.666686	0.674841	0.674449	0.678241	0.678581	0.677672	0.678332	0.675122	0.674827	0.679708	0.674053	0.682259	0.675745	0.683737	0.674359	0.67712	0.6773	0.678138	0.672106	0.681692	0.679993	0.671702	0.680287	0.675614	0.678779	0.678033	0.67963	0.672059	0.680648	0.676082	0.678765	0.684834	0.679483	0.675301	0.676522	0.675951	0.675832	0.677644	0.680711	0.676769	0.680613	0.672256	0.676386	0.677088	0.679806	0.671018	0.675445	0.675527	0.67821	0.677615	0.676132	0.669351	0.677873	0.676115	0.675802	0.680429	0.675171	0.672676	0.679001	0.676994	0.675053	0.676511	0.676065	0.678626	0.670105	0.68165	0.67914	0.67208	0.67765	0.679468	0.680106	0.67626	0.679715	0.682616	0.677432	0.676941	0.675191	0.6763	0.679211	0.677246	0.678302	0.677019	0.678086	0.678814	0.677377	0.673392	0.674657	0.670869	0.677605	0.678807	0.673512	0.679321	0.676189	0.675473	0.675455	0.67669	0.679064	0.66644	0.683638	0.668214	0.675793	0.672291	0.678555	0.67684	0.672679	0.674181	0.681216	0.676254	0.672393	0.674447	0.684108	0.676739	0.679082	0.677609	0.673776	0.677299	0.671575	0.676936	0.677912	0.671412	0.679347	0.674038	0.677799	0.673147	0.675187	0.68065	0.67944	0.673297	0.676919	0.675326	0.671841	0.677688	0.67396	0.679351	0.676651	0.679658	0.674941	0.675744	0.678342	0.678029	0.67094	0.676344	0.680414	0.678233	0.670071	0.678729	0.680002	0.67461	0.674602	0.684224	0.67459	0.672588	0.680782	0.678595	0.679489	0.675212	0.679319	0.679077	0.676687	0.679926	0.68785	0.677909	0.679279	0.676951	0.677388	0.676466	0.678997	0.675673	0.677914	0.676422	0.678881	0.675863	0.67988	0.681869	0.678314	0.677764	0.685248	0.677569	0.680886	0.678729
MYNN	0.674788	0.676671	0.675494	0.677471	0.677984	0.67742	0.679008	0.675652	0.677585	0.675036	0.677707	0.677692	0.678114	0.67659	0.67795	0.676911	0.675687	0.67653	0.677082	0.675162	0.676137	0.676876	0.675782	0.677618	0.678037	0.677894	0.676627	0.677708	0.676535	0.675255	0.676879	0.678424	0.677571	0.674373	0.677907	0.674347	0.677435	0.676886	0.676784	0.676822	0.678739	0.677348	0.677093	0.67995	0.675355	0.67721	0.67696	0.674953	0.675779	0.676975	0.679046	0.67873	0.67828	0.676461	0.675564	0.677239	0.680187	0.67651	0.676046	0.67596	0.677433	0.676152	0.675877	0.67619	0.674595	0.679848	0.676521	0.678141	0.675791	0.677865	0.675189	0.673933	0.675995	0.677196	0.678507	0.675206	0.676521	0.675627	0.676948	0.67497	0.676598	0.677105	0.676841	0.676558	0.679968	0.680313	0.676138	0.676682	0.67742	0.675909	0.677997	0.675765	0.675354	0.676989	0.676345	0.677237	0.675587	0.674513	0.677022	0.67856	0.676955	0.678422	0.678039	0.676636	0.677893	0.676824	0.675371	0.676552	0.679815	0.67662	0.679815	0.677345	0.675945	0.680289	0.67881	0.67668	0.672992	0.676207	0.677447	0.676104	0.677575	0.67494	0.67475	0.676342	0.677338	0.676182	0.677908	0.676424	0.676505	0.675065	0.676209	0.677119	0.677761	0.674886	0.677813	0.674432	0.677334	0.67664	0.677705	0.677408	0.679015	0.674847	0.675085	0.677024	0.676442	0.677374	0.675422	0.676189	0.675546	0.675488	0.676603	0.677251	0.675787	0.676739	0.675965	0.677501	0.67426	0.676586	0.676971	0.677212	0.674856	0.680426	0.675368	0.675972	0.678123	0.677322	0.678745	0.676642	0.678523	0.678918	0.675897	0.676532	0.683865	0.676829	0.675929	0.677187	0.677892	0.678303	0.678072	0.676975	0.677619	0.675913	0.678233	0.67506	0.673567	0.677272	0.676266	0.67651	0.677982	0.678056	0.675465	0.676082
MECOM	0.66815	0.692143	0.684883	0.680325	0.689608	0.687284	0.692021	0.668829	0.682471	0.652723	0.69242	0.660827	0.683083	0.675273	0.692279	0.682358	0.692434	0.664776	0.692348	0.692187	0.692628	0.677762	0.69272	0.692584	0.686075	0.662744	0.685547	0.691114	0.678204	0.679873	0.666383	0.665078	0.675074	0.691552	0.687869	0.680761	0.692918	0.677185	0.65756	0.670651	0.692588	0.679632	0.668091	0.667266	0.663518	0.681288	0.670172	0.667842	0.668813	0.690865	0.666191	0.681036	0.671176	0.692534	0.693147	0.680807	0.690055	0.684007	0.684938	0.686067	0.667969	0.668641	0.68035	0.692187	0.676291	0.692918	0.670824	0.663252	0.668736	0.691145	0.672461	0.661359	0.665561	0.668289	0.685858	0.661813	0.680249	0.667454	0.666205	0.68651	0.681166	0.67137	0.67989	0.673666	0.683965	0.678899	0.673751	0.67282	0.670467	0.677342	0.665003	0.670772	0.667576	0.665556	0.668851	0.688175	0.668708	0.689341	0.690524	0.668211	0.68141	0.675163	0.666055	0.668104	0.670118	0.666671	0.692187	0.691182	0.671176	0.689372	0.676146	0.691704	0.684085	0.692455	0.68721	0.676488	0.668801	0.693147	0.67196	0.667947	0.691861	0.672458	0.661221	0.67665	0.66442	0.664214	0.661216	0.68769	0.683805	0.670779	0.680982	0.66347	0.691954	0.679978	0.672112	0.664736	0.690562	0.677563	0.670293	0.690973	0.673121	0.686978	0.679357	0.683746	0.671709	0.693026	0.692021	0.665659	0.691114	0.663088	0.665796	0.688367	0.69058	0.670099	0.669618	0.675331	0.688367	0.672694	0.667093	0.68299	0.666883	0.691861	0.673861	0.688686	0.654145	0.668321	0.671201	0.663675	0.692207	0.685595	0.69272	0.681337	0.670636	0.667643	0.67308	0.679147	0.67395	0.691058	0.670268	0.685639	0.683977	0.68876	0.668187	0.690835	0.676989	0.676409	0.668825	0.661682	0.671535	0.666098	0.676771	0.671142
ZNF213	0.672792	0.676694	0.676069	0.679659	0.682383	0.676282	0.679559	0.674584	0.675614	0.671965	0.676672	0.678466	0.678036	0.674065	0.67409	0.678764	0.675642	0.676468	0.677905	0.675365	0.673631	0.676295	0.674675	0.676043	0.675597	0.678924	0.68343	0.676956	0.675152	0.675062	0.671981	0.67892	0.678505	0.677049	0.682058	0.672809	0.672809	0.678135	0.681333	0.676334	0.6795	0.675832	0.675901	0.683108	0.680071	0.674873	0.672891	0.672217	0.680367	0.676409	0.678031	0.678589	0.676425	0.680997	0.677789	0.676496	0.679091	0.677791	0.676109	0.674614	0.679662	0.675365	0.676477	0.675026	0.675279	0.682832	0.67533	0.68079	0.677112	0.679858	0.676064	0.67492	0.67648	0.676849	0.676536	0.676938	0.67595	0.677464	0.677367	0.675827	0.673759	0.67822	0.674707	0.674276	0.682369	0.682655	0.677281	0.676438	0.67408	0.673928	0.676987	0.675755	0.675651	0.676103	0.679277	0.676968	0.681366	0.682247	0.67535	0.672082	0.67687	0.678317	0.675802	0.678513	0.675686	0.680673	0.675988	0.675735	0.676015	0.675277	0.67611	0.673139	0.674902	0.677297	0.680823	0.676059	0.679625	0.680954	0.678823	0.677082	0.677669	0.674135	0.677876	0.67922	0.678199	0.67322	0.670412	0.676748	0.676594	0.677521	0.678323	0.675988	0.682164	0.675677	0.675916	0.669163	0.67833	0.678056	0.677784	0.675353	0.677894	0.678247	0.672927	0.676038	0.67417	0.679705	0.680542	0.677815	0.675567	0.675436	0.676776	0.674283	0.673511	0.677007	0.678229	0.675743	0.674522	0.678516	0.675341	0.673834	0.671796	0.682341	0.67389	0.683283	0.676728	0.674752	0.678094	0.675938	0.678002	0.680536	0.676668	0.680771	0.688319	0.677203	0.67312	0.675082	0.675631	0.676846	0.67528	0.675331	0.675746	0.67579	0.674701	0.682698	0.677841	0.676987	0.67596	0.672225	0.67874	0.680593	0.674294	0.675814
NFX1	0.67674	0.674815	0.679032	0.678579	0.677546	0.677001	0.676022	0.674029	0.676426	0.673842	0.675614	0.677147	0.677169	0.675783	0.677176	0.677606	0.674596	0.676738	0.675379	0.674141	0.674513	0.676059	0.674762	0.675694	0.675809	0.678481	0.672949	0.675848	0.677059	0.675827	0.678221	0.67879	0.678255	0.674967	0.676008	0.675529	0.675076	0.677733	0.676737	0.676091	0.677472	0.676655	0.676676	0.678204	0.677203	0.676766	0.676373	0.673137	0.6773	0.674888	0.678637	0.675155	0.678635	0.677669	0.677121	0.67596	0.680554	0.676883	0.676434	0.676588	0.678705	0.677195	0.677069	0.675279	0.675223	0.678749	0.67657	0.677743	0.677702	0.675919	0.676224	0.678586	0.676116	0.677212	0.678859	0.677555	0.674617	0.677795	0.679247	0.675504	0.676986	0.6783	0.677703	0.676819	0.677675	0.681514	0.676934	0.676935	0.676784	0.67538	0.676873	0.676764	0.675926	0.677239	0.676778	0.676874	0.676737	0.676293	0.674831	0.677722	0.677041	0.678712	0.675916	0.675972	0.677722	0.677191	0.677118	0.676826	0.679109	0.675953	0.678384	0.675361	0.676299	0.681624	0.682002	0.677128	0.674954	0.675459	0.678474	0.675982	0.677637	0.674503	0.67755	0.676981	0.678027	0.677196	0.674547	0.674546	0.674575	0.67587	0.677687	0.675815	0.677969	0.675927	0.677838	0.67471	0.675871	0.67759	0.677758	0.676596	0.675287	0.676623	0.674595	0.676918	0.676733	0.676035	0.677728	0.67823	0.677312	0.675997	0.676977	0.67511	0.676567	0.676708	0.676942	0.677241	0.678	0.677384	0.680192	0.676171	0.674921	0.68114	0.675698	0.676153	0.679167	0.677097	0.678426	0.678127	0.679043	0.677525	0.676699	0.678285	0.685317	0.678376	0.676295	0.676837	0.677471	0.676882	0.677378	0.676806	0.677188	0.677193	0.677054	0.675962	0.674155	0.675938	0.676622	0.675481	0.678162	0.677707	0.673726	0.676669
