	Adrenal Gland	Ampulla of Vater	Biliary Tract	Bladder/Urinary Tract	Bone	Bowel	Breast	CNS/Brain	Cervix	Esophagus/Stomach	Eye	Fibroblast	Head and Neck	Kidney	Liver	Lung	Lymphoid	Myeloid	Ovary/Fallopian Tube	Pancreas	Peripheral Nervous System	Pleura	Prostate	Skin	Soft Tissue	Testis	Thyroid	Uterus	Vulva/Vagina
SOX6	0.632739	0.668085	0.630611	0.651592	0.501633	0.649133	0.642129	0.60461	0.64301	0.626193	0.537957	0.588483	0.642658	0.610394	0.573348	0.624035	0.674665	0.644893	0.629331	0.643042	0.625394	0.640664	0.642144	0.518725	0.613608	0.681605	0.663715	0.621396	0.609113
POU2AF1	0.640825	0.669837	0.643529	0.612117	0.661143	0.608616	0.639608	0.643211	0.661486	0.620369	0.68112	0.666731	0.611431	0.652979	0.603884	0.601484	0.287492	0.623699	0.657499	0.654573	0.678401	0.672365	0.596756	0.634573	0.674936	0.596691	0.659475	0.660459	0.643745
PRDM4	0.628277	0.615625	0.619612	0.613267	0.614527	0.612824	0.618229	0.614002	0.620555	0.618721	0.61905	0.612254	0.622529	0.611582	0.614912	0.614021	0.618988	0.621856	0.61738	0.620767	0.611412	0.607995	0.61489	0.616824	0.614681	0.626927	0.614817	0.614243	0.641146
CSRNP2	0.613208	0.627238	0.627122	0.617129	0.61108	0.620683	0.614942	0.613178	0.618364	0.622404	0.615957	0.606016	0.628172	0.617222	0.616706	0.612935	0.624873	0.629894	0.616054	0.624786	0.605454	0.613076	0.612726	0.617412	0.606828	0.609357	0.61768	0.610738	0.642461
MYF6	0.693147	0.693147	0.693147	0.685178	0.659436	0.68886	0.684592	0.66742	0.66555	0.688539	0.693147	0.556199	0.682785	0.678686	0.688239	0.615146	0.530676	0.650589	0.485415	0.687724	0.685531	0.687214	0.679628	0.682439	0.228885	0.611747	0.637994	0.685695	0.606678
MYF5	0.693147	0.693147	0.693147	0.693147	0.673817	0.691101	0.687293	0.621796	0.686597	0.692137	0.693147	0.653188	0.686587	0.693147	0.679881	0.599858	0.688341	0.689649	0.684652	0.687391	0.693147	0.686867	0.693147	0.690623	0.043646	0.693147	0.688772	0.686569	0.693147
GLI1	0.506382	0.641674	0.648036	0.644371	0.559427	0.646175	0.652797	0.591548	0.64658	0.629986	0.626893	0.616756	0.642174	0.593703	0.602825	0.63555	0.611147	0.647702	0.629304	0.653659	0.618792	0.620516	0.660272	0.636878	0.577444	0.54363	0.641553	0.610641	0.66336
ELK3	0.613916	0.598647	0.612849	0.609807	0.614642	0.630866	0.636858	0.608087	0.625691	0.628991	0.612101	0.604075	0.61915	0.615474	0.621457	0.619992	0.633467	0.629154	0.616033	0.614841	0.616696	0.608078	0.627236	0.607552	0.60754	0.623344	0.601115	0.620161	0.638785
FOXM1	0.61836	0.615858	0.624039	0.612669	0.610292	0.616514	0.617039	0.611622	0.614881	0.617695	0.622791	0.620475	0.622373	0.618287	0.612763	0.610291	0.618326	0.621281	0.617311	0.617834	0.612485	0.614875	0.621572	0.616849	0.616287	0.611077	0.619697	0.615855	0.642229
CUX2	0.631541	0.688536	0.69006	0.679447	0.435134	0.682688	0.634152	0.649169	0.663343	0.67969	0.631191	0.689704	0.678886	0.676011	0.595656	0.609459	0.547436	0.606672	0.675466	0.679712	0.384817	0.688725	0.585177	0.68836	0.621793	0.50291	0.686967	0.674636	0.689902
CREBL2	0.615061	0.598876	0.615833	0.616689	0.6184	0.619709	0.62285	0.613008	0.617443	0.622601	0.607927	0.609728	0.626888	0.618054	0.621386	0.615244	0.629345	0.632283	0.623248	0.618918	0.616907	0.617269	0.618772	0.606565	0.621297	0.600144	0.615124	0.624789	0.628886
VDR	0.667568	0.592002	0.604527	0.605383	0.636854	0.588298	0.589369	0.612983	0.610217	0.602679	0.619872	0.590197	0.595423	0.638421	0.635898	0.611081	0.622213	0.61327	0.625752	0.604511	0.662113	0.615541	0.599773	0.595561	0.635277	0.689972	0.614239	0.624808	0.651348
NANOG	0.693147	0.674462	0.68654	0.688254	0.68788	0.683599	0.683401	0.678237	0.68912	0.682179	0.674951	0.687488	0.683531	0.674772	0.679051	0.684229	0.683938	0.667047	0.669301	0.681969	0.655009	0.690437	0.684002	0.687218	0.679019	0.03847	0.691276	0.666241	0.688678
RFX4	0.693147	0.671368	0.641945	0.679443	0.655679	0.655693	0.656104	0.486751	0.492338	0.665553	0.616632	0.676418	0.681775	0.539323	0.620678	0.525735	0.640488	0.631542	0.588901	0.684278	0.625625	0.680863	0.66199	0.594976	0.604408	0.557403	0.677657	0.58135	0.665552
PPARD	0.627458	0.611327	0.615198	0.607715	0.612904	0.615376	0.612	0.606892	0.62442	0.617044	0.618326	0.598957	0.617367	0.620168	0.615884	0.617797	0.627875	0.627535	0.620855	0.618046	0.622508	0.613039	0.611134	0.617802	0.613795	0.632578	0.608115	0.616741	0.645742
BACH2	0.693147	0.655312	0.634022	0.626399	0.61211	0.639266	0.643331	0.609375	0.625848	0.629725	0.646508	0.652793	0.625819	0.639067	0.604571	0.598084	0.479654	0.643079	0.628046	0.64515	0.535869	0.631698	0.606426	0.622448	0.584743	0.600314	0.612205	0.629235	0.659521
ZNF451	0.615744	0.62349	0.620841	0.617306	0.612172	0.617739	0.617765	0.61512	0.618539	0.617587	0.617544	0.618758	0.622499	0.621623	0.617695	0.613426	0.612928	0.608427	0.621345	0.620867	0.611893	0.615303	0.612487	0.617246	0.616366	0.613927	0.616684	0.61764	0.638034
PRDM13	0.644587	0.687872	0.658119	0.61749	0.622525	0.619436	0.61649	0.644685	0.563053	0.630009	0.60607	0.690356	0.636211	0.658044	0.633693	0.505249	0.583591	0.59759	0.610108	0.657566	0.60981	0.650788	0.602122	0.555025	0.647368	0.627673	0.676096	0.604568	0.57035
E2F3	0.605942	0.627445	0.622532	0.608895	0.610963	0.620826	0.619086	0.615118	0.620458	0.622729	0.611364	0.620011	0.631954	0.621234	0.616357	0.612092	0.61416	0.608089	0.6177	0.62434	0.609761	0.614123	0.617263	0.612455	0.615542	0.619034	0.621867	0.616349	0.634546
SIM1	0.693147	0.684843	0.67315	0.614283	0.56425	0.683266	0.554982	0.621753	0.650464	0.673773	0.668398	0.61352	0.654581	0.46252	0.603564	0.607426	0.641528	0.674816	0.530352	0.650357	0.628676	0.615532	0.668836	0.650976	0.543984	0.687306	0.581397	0.556599	0.693147
NR2E1	0.582889	0.651727	0.624187	0.638108	0.558863	0.661543	0.633875	0.421452	0.606285	0.591477	0.599633	0.690588	0.568351	0.669362	0.579169	0.593873	0.688097	0.685276	0.618373	0.643011	0.645746	0.642618	0.662082	0.605238	0.59282	0.688738	0.692143	0.614471	0.686878
ZBTB24	0.618746	0.623618	0.623685	0.614609	0.608211	0.616123	0.618102	0.617209	0.621184	0.618091	0.616801	0.629418	0.62865	0.618804	0.612985	0.613439	0.6046	0.605945	0.619615	0.627123	0.611996	0.611648	0.614624	0.610403	0.616913	0.612711	0.621801	0.611701	0.644858
PHF1	0.614971	0.625883	0.620387	0.620879	0.616283	0.627672	0.616992	0.613047	0.61915	0.621351	0.616902	0.60953	0.623996	0.618015	0.61495	0.616254	0.618045	0.614714	0.617945	0.618048	0.615279	0.619956	0.613471	0.616283	0.614954	0.611429	0.609391	0.617717	0.627037
TFEB	0.63511	0.617871	0.617962	0.618188	0.6211	0.610899	0.610883	0.613379	0.608894	0.613431	0.623475	0.620209	0.612324	0.607237	0.614515	0.609253	0.571	0.618464	0.614767	0.619086	0.61792	0.623388	0.598271	0.634442	0.625441	0.668103	0.613551	0.616099	0.652531
TBP	0.610936	0.620583	0.621809	0.615189	0.615069	0.619301	0.620305	0.615122	0.620964	0.618228	0.622416	0.617857	0.621292	0.618905	0.614145	0.614005	0.613352	0.609839	0.619089	0.620975	0.609906	0.614138	0.616805	0.617786	0.61272	0.617943	0.616626	0.612659	0.643784
SRF	0.610447	0.624383	0.622601	0.615022	0.613316	0.619302	0.617368	0.613184	0.620646	0.615166	0.619748	0.61061	0.623655	0.617953	0.611033	0.61425	0.612328	0.61103	0.61836	0.621496	0.617011	0.614571	0.620805	0.61862	0.615354	0.622143	0.615244	0.613531	0.642666
TBX18	0.693147	0.667238	0.634036	0.616963	0.567521	0.661879	0.638597	0.642707	0.663476	0.653545	0.623984	0.533375	0.601964	0.616992	0.603004	0.616776	0.67764	0.65579	0.618174	0.634827	0.603854	0.523312	0.632311	0.585409	0.56954	0.675261	0.619763	0.615971	0.581628
HAND1	0.693147	0.687772	0.679582	0.647777	0.610032	0.61706	0.645841	0.665161	0.660382	0.642708	0.641365	0.664882	0.660795	0.632216	0.645328	0.631233	0.663928	0.688984	0.64436	0.664589	0.184001	0.640119	0.677491	0.679785	0.642949	0.604982	0.689363	0.626531	0.693147
IRX4	0.651833	0.600648	0.662578	0.625791	0.641033	0.664943	0.540639	0.66516	0.506265	0.567323	0.685907	0.685113	0.447463	0.68602	0.6803	0.600667	0.685405	0.683109	0.673642	0.658244	0.674417	0.664127	0.493714	0.634581	0.661508	0.607252	0.584208	0.61161	0.650823
NR3C1	0.632497	0.607348	0.608655	0.608707	0.619602	0.66353	0.624877	0.604012	0.602771	0.62636	0.618741	0.593762	0.613077	0.610239	0.610091	0.608956	0.601421	0.616278	0.622337	0.615185	0.634272	0.597161	0.625936	0.614646	0.618967	0.641287	0.601611	0.641954	0.64222
SMAD5	0.616815	0.621597	0.617554	0.613001	0.611597	0.617849	0.620947	0.6112	0.618471	0.62024	0.615268	0.61265	0.624277	0.615748	0.614273	0.614834	0.624474	0.628812	0.617824	0.621179	0.609574	0.60888	0.616741	0.614545	0.611486	0.620421	0.613177	0.617186	0.641429
CDX1	0.693147	0.688923	0.614305	0.625404	0.656586	0.169736	0.652941	0.653525	0.688979	0.5354	0.674729	0.648965	0.680467	0.676546	0.651471	0.679536	0.667422	0.675918	0.645634	0.656351	0.637106	0.676286	0.688324	0.674855	0.654129	0.60941	0.679022	0.662831	0.693147
ZNF346	0.615368	0.625809	0.62617	0.618616	0.608408	0.622766	0.613719	0.609752	0.619705	0.617059	0.624676	0.615816	0.625033	0.616173	0.613819	0.610705	0.609586	0.612658	0.613084	0.620815	0.610807	0.61318	0.613629	0.621491	0.611234	0.626339	0.618903	0.609928	0.648445
BCL6	0.648938	0.61481	0.613562	0.612328	0.604741	0.633664	0.603295	0.607682	0.620139	0.613191	0.621797	0.600601	0.614722	0.617231	0.614443	0.616553	0.607244	0.642362	0.617392	0.611818	0.640963	0.609485	0.603024	0.609547	0.62099	0.632032	0.610624	0.631996	0.624475
TFDP2	0.620296	0.621775	0.620968	0.61843	0.617678	0.618525	0.621974	0.61659	0.617068	0.617188	0.619723	0.628865	0.620306	0.620513	0.621212	0.615074	0.612649	0.610695	0.610715	0.620894	0.613492	0.619889	0.621759	0.617781	0.617868	0.606414	0.612585	0.609087	0.6206
HES1	0.616608	0.603176	0.604597	0.604637	0.610671	0.604096	0.597328	0.624043	0.606677	0.59739	0.636744	0.646255	0.599531	0.626298	0.612654	0.619492	0.656715	0.642712	0.611728	0.600649	0.653471	0.631998	0.607588	0.608749	0.633154	0.633303	0.619823	0.613207	0.606083
BBX	0.641033	0.613652	0.616168	0.610794	0.617928	0.624878	0.622453	0.610958	0.621701	0.618721	0.615324	0.610716	0.617951	0.62146	0.615544	0.612918	0.618956	0.624155	0.614851	0.61553	0.614368	0.603783	0.614849	0.608642	0.619112	0.629557	0.607168	0.61408	0.63628
ZBTB47	0.643559	0.617867	0.629632	0.621126	0.600285	0.63694	0.621112	0.593675	0.623151	0.630268	0.591005	0.55144	0.636008	0.613158	0.62251	0.622552	0.665758	0.621345	0.611599	0.629642	0.613895	0.595743	0.61202	0.607637	0.599455	0.675787	0.605731	0.605374	0.650651
FOXP1	0.635735	0.600986	0.621933	0.616752	0.609026	0.621979	0.618496	0.612932	0.624329	0.617257	0.63143	0.593503	0.627686	0.621443	0.60331	0.614607	0.614373	0.607242	0.629343	0.621386	0.610358	0.610244	0.613463	0.637836	0.616109	0.615259	0.609627	0.630292	0.629608
KCNIP3	0.663015	0.634514	0.627049	0.624658	0.609491	0.641596	0.588998	0.600849	0.639816	0.617111	0.562338	0.637455	0.614093	0.590746	0.637123	0.589954	0.666533	0.66693	0.598133	0.63201	0.621978	0.600663	0.590977	0.589305	0.605206	0.643868	0.595882	0.617798	0.649661
TFCP2L1	0.561119	0.557197	0.61039	0.606638	0.681793	0.570971	0.580624	0.664814	0.617851	0.5892	0.653874	0.688083	0.584042	0.657109	0.660877	0.5666	0.666948	0.633446	0.600957	0.590316	0.683415	0.665226	0.544278	0.656754	0.662337	0.571949	0.655377	0.594906	0.680341
CENPA	0.615246	0.619189	0.622631	0.615085	0.613285	0.617279	0.617575	0.614887	0.613068	0.618392	0.625364	0.628558	0.621305	0.617085	0.614534	0.610098	0.614753	0.617232	0.614361	0.619006	0.6151	0.616702	0.622537	0.616418	0.617542	0.613988	0.618592	0.612825	0.627779
TLX2	0.68902	0.689948	0.666237	0.650222	0.637643	0.638306	0.639255	0.582086	0.642244	0.608944	0.572582	0.675579	0.634179	0.636898	0.629992	0.612159	0.62715	0.658513	0.643119	0.666161	0.294948	0.669666	0.644707	0.646507	0.638831	0.639111	0.60845	0.626028	0.687326
STAT1	0.616729	0.611445	0.615674	0.616962	0.619194	0.619682	0.620793	0.615518	0.615179	0.618557	0.622791	0.598981	0.617127	0.606837	0.61624	0.618262	0.620445	0.62179	0.613423	0.618704	0.627793	0.610127	0.618225	0.616457	0.61836	0.630401	0.618532	0.616132	0.631472
OTX1	0.590629	0.617185	0.619758	0.604366	0.618986	0.592055	0.602185	0.616962	0.615935	0.593808	0.643617	0.679179	0.617109	0.608088	0.586726	0.596705	0.619209	0.610783	0.611019	0.608558	0.649936	0.633952	0.625406	0.617466	0.625088	0.685845	0.626005	0.588335	0.646829
ZNF142	0.615431	0.61669	0.628066	0.617404	0.610536	0.611128	0.614267	0.61549	0.627958	0.617008	0.627411	0.61911	0.628313	0.616687	0.60939	0.605364	0.604636	0.612819	0.617942	0.618205	0.608417	0.617486	0.609809	0.617992	0.618346	0.626773	0.618807	0.609959	0.654057
ID2	0.611686	0.600883	0.621219	0.634642	0.599449	0.605253	0.612759	0.615337	0.623523	0.613496	0.629294	0.598863	0.636748	0.610482	0.598292	0.613136	0.618494	0.61856	0.617106	0.629747	0.604088	0.616761	0.631525	0.62793	0.619183	0.612516	0.630881	0.607204	0.663931
CEBPZ	0.614061	0.617205	0.616992	0.620161	0.615552	0.61652	0.619734	0.61975	0.617814	0.617384	0.614804	0.626161	0.620888	0.620175	0.618596	0.615918	0.617606	0.617692	0.618498	0.617307	0.612954	0.616638	0.619107	0.614565	0.617781	0.604514	0.620368	0.618902	0.622355
DLX2	0.515934	0.638297	0.645029	0.632133	0.593507	0.644006	0.615311	0.585142	0.597267	0.627196	0.657658	0.615913	0.625248	0.615565	0.613493	0.586675	0.665209	0.622712	0.61144	0.652531	0.658881	0.614975	0.635816	0.577976	0.59424	0.682889	0.588248	0.603419	0.675928
ATF2	0.613415	0.616696	0.620103	0.620711	0.613848	0.623442	0.622357	0.615099	0.620555	0.620515	0.616882	0.615739	0.626738	0.613159	0.611839	0.613981	0.615337	0.615343	0.616818	0.618954	0.610087	0.610017	0.624181	0.617455	0.615416	0.608667	0.616382	0.618305	0.639563
EPAS1	0.68014	0.606645	0.606221	0.593424	0.63538	0.625575	0.608589	0.610168	0.596606	0.615093	0.614779	0.583808	0.602138	0.616413	0.609021	0.613966	0.657107	0.646364	0.61621	0.610028	0.622578	0.595555	0.616225	0.622305	0.622927	0.673045	0.599674	0.612692	0.632074
ARID3A	0.599396	0.648699	0.639559	0.616325	0.615613	0.604251	0.621935	0.622443	0.63956	0.619117	0.637778	0.607529	0.633742	0.624882	0.587316	0.612482	0.593054	0.579858	0.611493	0.637446	0.608167	0.637583	0.630365	0.625689	0.608838	0.594383	0.61869	0.601332	0.655385
VAX2	0.570295	0.651656	0.665747	0.635426	0.564479	0.6525	0.586383	0.584744	0.611575	0.633475	0.598886	0.59991	0.626871	0.64259	0.623217	0.593302	0.681164	0.678701	0.590412	0.637333	0.574546	0.657914	0.630737	0.593264	0.577323	0.660641	0.657874	0.580487	0.633781
NFE2L2	0.618607	0.61405	0.613992	0.615448	0.619095	0.618473	0.619722	0.616369	0.614665	0.614556	0.615057	0.612469	0.616429	0.615035	0.614072	0.61604	0.62645	0.623788	0.61841	0.614779	0.618355	0.610709	0.619155	0.612579	0.619314	0.625603	0.620596	0.620066	0.626366
PRRX1	0.691398	0.677199	0.65971	0.671742	0.518281	0.646265	0.646917	0.514772	0.679697	0.661741	0.563553	0.441343	0.666828	0.640983	0.62395	0.641151	0.665702	0.677002	0.649136	0.678453	0.570889	0.661709	0.666148	0.558723	0.565468	0.665113	0.613868	0.64026	0.609073
ASH1L	0.61593	0.612472	0.619676	0.615124	0.611665	0.616518	0.612644	0.615219	0.617024	0.61398	0.620161	0.617439	0.624189	0.619264	0.615497	0.609557	0.620568	0.620166	0.617875	0.616248	0.611213	0.613442	0.615125	0.616719	0.616161	0.629086	0.618867	0.618804	0.64094
MEF2D	0.619028	0.612285	0.62154	0.621878	0.618995	0.623851	0.614951	0.618369	0.623093	0.62018	0.618039	0.60506	0.627347	0.621978	0.615052	0.6117	0.600151	0.605122	0.618446	0.618374	0.616865	0.618893	0.620877	0.611442	0.618694	0.627798	0.611278	0.623344	0.627487
PRDM2	0.610745	0.621626	0.627589	0.614211	0.602567	0.617905	0.616063	0.614759	0.624786	0.618571	0.626401	0.613149	0.62122	0.625793	0.620276	0.611458	0.59764	0.608464	0.615514	0.622733	0.613157	0.624451	0.613269	0.612938	0.613104	0.632657	0.617661	0.616969	0.638232
ZBTB17	0.615633	0.625332	0.625631	0.616052	0.612111	0.620387	0.617269	0.611913	0.622555	0.61797	0.628351	0.61272	0.62088	0.616408	0.612021	0.612602	0.608702	0.608834	0.616439	0.620291	0.61797	0.622939	0.61213	0.615972	0.614728	0.630319	0.611249	0.615389	0.628732
TFAP2E	0.677503	0.64551	0.640729	0.631826	0.621827	0.6296	0.611131	0.625083	0.6183	0.607981	0.648098	0.638786	0.624044	0.630364	0.621046	0.606366	0.602928	0.548501	0.61513	0.623679	0.638623	0.63596	0.596166	0.592499	0.629527	0.616066	0.619141	0.596407	0.560253
NR5A2	0.687716	0.533423	0.564553	0.623115	0.64972	0.596225	0.650345	0.651019	0.630363	0.59847	0.65521	0.673462	0.654603	0.637848	0.525169	0.631385	0.655406	0.615045	0.638759	0.556576	0.661044	0.644608	0.612905	0.639585	0.62092	0.510601	0.658344	0.655793	0.616696
MYCL	0.579577	0.650289	0.630085	0.584457	0.623894	0.58568	0.623594	0.641912	0.596131	0.601062	0.638262	0.673051	0.598665	0.627938	0.640941	0.583501	0.647348	0.636631	0.615316	0.635649	0.628587	0.648973	0.599528	0.650239	0.59395	0.542635	0.64828	0.60936	0.630444
RLF	0.614106	0.620478	0.622708	0.611565	0.611478	0.623543	0.61733	0.613059	0.613365	0.61726	0.623372	0.625202	0.619331	0.621599	0.620097	0.611283	0.616956	0.616194	0.6179	0.622262	0.614258	0.618227	0.612423	0.618315	0.613214	0.601052	0.616358	0.618309	0.640917
ZNF684	0.612568	0.6313	0.627087	0.618632	0.602834	0.626725	0.621105	0.60927	0.608855	0.622616	0.629342	0.619947	0.630569	0.624583	0.618175	0.609721	0.61274	0.614575	0.617768	0.626311	0.614191	0.62987	0.619847	0.612175	0.610235	0.598489	0.619713	0.616112	0.608647
ETV3	0.621781	0.615595	0.619034	0.612111	0.613157	0.614326	0.612602	0.62016	0.620197	0.615997	0.621496	0.6216	0.622301	0.62463	0.618249	0.613416	0.618241	0.620921	0.619517	0.616765	0.610109	0.619509	0.614653	0.604275	0.618901	0.611811	0.619116	0.620048	0.630306
KDM5B	0.620209	0.620644	0.620847	0.615308	0.617085	0.622331	0.609519	0.618472	0.621834	0.618578	0.614599	0.614814	0.617553	0.621172	0.616781	0.613096	0.644862	0.608952	0.616372	0.620603	0.606969	0.619683	0.613501	0.616337	0.619354	0.6031	0.614784	0.614177	0.631449
ID3	0.59944	0.632107	0.625466	0.611357	0.607279	0.622235	0.613846	0.606062	0.604647	0.618326	0.623041	0.601496	0.612338	0.611851	0.61101	0.611401	0.624212	0.653233	0.615883	0.647155	0.615247	0.610444	0.623166	0.62088	0.608557	0.624288	0.613858	0.61515	0.63573
DR1	0.618336	0.62134	0.62182	0.611549	0.613461	0.619872	0.618295	0.611761	0.618477	0.617512	0.623828	0.608827	0.619708	0.62011	0.61466	0.612582	0.614301	0.613962	0.615777	0.619785	0.615237	0.614061	0.61756	0.617762	0.616599	0.624754	0.614236	0.615076	0.640094
IRF6	0.676464	0.580323	0.589048	0.565509	0.669167	0.562596	0.57211	0.67791	0.57343	0.565235	0.68844	0.666387	0.530116	0.670282	0.650883	0.595833	0.678508	0.670244	0.611276	0.578051	0.642679	0.683781	0.538924	0.65963	0.676301	0.635136	0.641749	0.611435	0.623334
RCOR3	0.620149	0.620544	0.624638	0.61794	0.614034	0.618931	0.613585	0.614284	0.61983	0.617797	0.619802	0.616975	0.623981	0.615027	0.615666	0.611942	0.6116	0.609429	0.618704	0.619171	0.610977	0.618435	0.613017	0.618441	0.617624	0.613572	0.616344	0.615294	0.64408
PROX1	0.693147	0.631238	0.633614	0.669064	0.588087	0.53835	0.659599	0.622293	0.650063	0.601153	0.63507	0.675535	0.662293	0.680835	0.52796	0.559237	0.653606	0.662094	0.647257	0.632771	0.462534	0.681242	0.644298	0.621242	0.582133	0.557748	0.635256	0.660189	0.640257
ARID1A	0.606016	0.619861	0.626965	0.615217	0.609602	0.617516	0.617437	0.615585	0.627055	0.618182	0.621649	0.619166	0.625383	0.622195	0.616236	0.609137	0.606932	0.607488	0.617722	0.621648	0.611805	0.618197	0.613306	0.619542	0.61462	0.614465	0.617304	0.615304	0.648019
KMT2A	0.610801	0.616015	0.623707	0.614362	0.610203	0.61696	0.62022	0.614256	0.626787	0.616336	0.625522	0.621242	0.627572	0.616003	0.614046	0.608367	0.609874	0.612177	0.615575	0.613995	0.612062	0.616422	0.613975	0.623573	0.616947	0.61801	0.613646	0.61431	0.650725
ZNF541	0.566431	0.689579	0.637099	0.667191	0.649516	0.669197	0.567147	0.642019	0.495728	0.636369	0.650776	0.625587	0.628801	0.655583	0.649601	0.604851	0.598409	0.5858	0.610044	0.674662	0.652178	0.643911	0.537783	0.631537	0.59674	0.666692	0.528084	0.641994	0.660149
ATF6	0.611717	0.610673	0.616654	0.614858	0.615272	0.620854	0.62015	0.613124	0.619356	0.616387	0.612253	0.610088	0.62089	0.621365	0.618195	0.615836	0.621332	0.619473	0.617708	0.619106	0.618409	0.60963	0.616284	0.612917	0.617334	0.628322	0.615626	0.616799	0.641015
CREB1	0.62505	0.615299	0.625174	0.6141	0.612935	0.617779	0.616629	0.613065	0.630979	0.616882	0.62693	0.609285	0.622276	0.616396	0.610155	0.608213	0.608107	0.611498	0.615901	0.617031	0.611554	0.61758	0.61784	0.619778	0.618384	0.624538	0.613213	0.614739	0.641455
KLF7	0.675994	0.607567	0.622696	0.603455	0.61898	0.635139	0.62596	0.604397	0.626934	0.63228	0.623973	0.592952	0.604707	0.606248	0.606106	0.60562	0.643405	0.635129	0.624987	0.620379	0.583383	0.592524	0.613739	0.622793	0.621109	0.608816	0.605647	0.630928	0.637113
HMGN3	0.61457	0.618878	0.620013	0.61925	0.613875	0.62313	0.618639	0.615891	0.612219	0.618582	0.621856	0.624377	0.621242	0.615556	0.615257	0.614337	0.615543	0.616138	0.612553	0.619594	0.613147	0.61919	0.619646	0.618973	0.613045	0.610489	0.624799	0.611707	0.627873
PLAGL1	0.625715	0.629695	0.640005	0.61779	0.615857	0.62303	0.645189	0.604458	0.624217	0.629185	0.633972	0.556117	0.630103	0.579754	0.611926	0.618443	0.618846	0.570813	0.610954	0.637859	0.627216	0.612891	0.624684	0.653714	0.577649	0.630194	0.622528	0.610853	0.662991
MYB	0.644615	0.617908	0.647338	0.628014	0.60678	0.548359	0.582964	0.642374	0.633169	0.603871	0.645134	0.658897	0.642607	0.665082	0.643735	0.605486	0.517337	0.471432	0.644843	0.63306	0.610806	0.660978	0.624811	0.645729	0.63634	0.617088	0.651002	0.644416	0.664621
